compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
BRD-K01824995,O=C1OC(=O)[C@H]2[C@H]3CC[C@@H](O3)[C@H]21,P15042,ligA,DNA ligase,1.214659424,1.093826826,0
BRD-K03063480,Cn1cc(cn1)-c1[nH]c2cc(cc3c2c1C=NNC3=O)NC(=O)[C@H](N)C1CCCCC1,P15042,ligA,DNA ligase,0.643022321,0.762936253,0
BRD-K00003344,NC(=O)[C@@H]1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C1=O)O,P15042,ligA,DNA ligase,0.992484416,0.932931686,0
BRD-K38684403,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,P15042,ligA,DNA ligase,0.800694584,0.805441086,0
BRD-K15262564,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C/C(=C/C(=O)OCCCCCCCCC(=O)O)C)[C@H](O)[C@@H]1O,P15042,ligA,DNA ligase,0.887802467,0.905962572,0
BRD-K01825158,N[C@H]1CCN(C1)c1nc2c(cc1F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,P15042,ligA,DNA ligase,1.071555525,0.748205068,0
BRD-K00002625,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(cc1)O)[C@H](O)CCN ,P15042,ligA,DNA ligase,0.788390643,0.610008603,0
BRD-K00003352,CN(C)[C@H]1[C@@H]2C[C@H]3[C@@H](C(=O)c4c(cccc4[C@@]3(C)O)O)C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O,P15042,ligA,DNA ligase,0.966083518,0.919578563,0
BRD-A69651145,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,P15042,ligA,DNA ligase,0.836609357,0.841273339,0
BRD-K85882401,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,P15042,ligA,DNA ligase,0.982924459,0.684901863,0
BRD-K24844714,FC1=CNC(=O)NC1=O,P15042,ligA,DNA ligase,0.980553321,0.993744291,0
CEFPIRAMIDE ,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,P15042,ligA,DNA ligase,0.928635465,1.50985684,0
GEMIFLOXACIN MESYLATE ,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,P15042,ligA,DNA ligase,0.922665728,1.263469759,0
POLYMYXIN B SULFATE ,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,P15042,ligA,DNA ligase,0.960189188,1.004278054,0
PRAXADINE HYDROCHLORIDE ,Cl.N=C(N)n1cccn1,P15042,ligA,DNA ligase,1.078446799,1.173077295,0
CHLORHEXIDINE DIHYDROCHLORIDE ,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,P15042,ligA,DNA ligase,0.008976661,0.966358307,0
TOTAROL ,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,P15042,ligA,DNA ligase,1.097911876,0.993056588,0
CEFOTAXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],P15042,ligA,DNA ligase,0.159659061,0.977396075,0
CHLORAMPHENICOL ,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,P15042,ligA,DNA ligase,0.810070212,1.084854527,0
GATIFLOXACIN ,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,P15042,ligA,DNA ligase,1.039169757,0.845524354,0
CEFAZOLIN SODIUM ,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],P15042,ligA,DNA ligase,0.856805919,0.91315292,0
PATULIN ,O=C1C=C2C(=CCOC2O)O1,P15042,ligA,DNA ligase,0.963896709,1.204265794,0
CEPHALOTHIN SODIUM ,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],P15042,ligA,DNA ligase,1.172764627,1.341736462,0
AZITHROMYCIN ,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,P15042,ligA,DNA ligase,0.921333534,1.201901258,0
RUFLOXACIN HYDROCHLORIDE ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,P15042,ligA,DNA ligase,0.994905825,1.037457171,0
CEFEPIME HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],P15042,ligA,DNA ligase,1.351039209,1.338585289,0
PRULIFLOXACIN ,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,P15042,ligA,DNA ligase,0.975806857,1.412758483,0
GENETICIN ,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,P15042,ligA,DNA ligase,0.979493431,1.023916452,0
CLINAFOXACIN HYDROCHLORIDE ,Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,P15042,ligA,DNA ligase,0.9036296,1.08414797,0
TELENZEPINE HYDROCHLORIDE ,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl,P15042,ligA,DNA ligase,0.86657534,1.366237212,0
CEFONICID SODIUM ,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],P15042,ligA,DNA ligase,0.941182385,1.583600329,0
TRIMETHOPRIM ,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,P15042,ligA,DNA ligase,0.95034017,1.287276949,0
OLOPATADINE HYDROCHLORIDE ,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,P15042,ligA,DNA ligase,0.950482606,0.89333698,0
FLEROXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,P15042,ligA,DNA ligase,1.404021138,1.345762124,0
HETACILLIN POTASSIUM ,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)[O-].[K+],P15042,ligA,DNA ligase,1.025494494,2.304500023,0
TOBRAMYCIN ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,P15042,ligA,DNA ligase,1.07970561,0.961387726,0
CEFTIOFUR HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,P15042,ligA,DNA ligase,1.049315343,1.095605696,0
OFLOXACIN ,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,P15042,ligA,DNA ligase,1.354529623,1.420282098,0
CEFOTETAN ,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,P15042,ligA,DNA ligase,1.301479845,1.628696786,0
ZIDOVUDINE [AZT] ,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,P15042,ligA,DNA ligase,1.326267066,1.433731125,0
PIROCTONE OLAMINE ,CC(N)O.Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1,P15042,ligA,DNA ligase,1.081697535,1.259564716,0
ENROFLOXACIN ,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,P15042,ligA,DNA ligase,0.805989845,1.286394922,0
CEFORANIDE ,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,P15042,ligA,DNA ligase,1.218524075,1.166243243,0
FLUMEQUINE ,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,P15042,ligA,DNA ligase,0.687160668,1.18626601,0
PEFLOXACIN MESYLATE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O,P15042,ligA,DNA ligase,0.954965145,1.362596024,0
NORFLOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,P15042,ligA,DNA ligase,0.794569844,1.018062707,0
SARAFLOXACIN HYDROCHLORIDE ,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,P15042,ligA,DNA ligase,0.885908908,1.471997527,0
CEFTEZOLE ,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,P15042,ligA,DNA ligase,1.084458336,0.825936763,0
FURAZOLIDONE ,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,P15042,ligA,DNA ligase,1.028784568,1.007188163,0
CEFMETAZOLE SODIUM ,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],P15042,ligA,DNA ligase,1.219293021,1.610830085,0
MOXIFLOXACIN HYDROCHLORIDE ,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,P15042,ligA,DNA ligase,1.148368016,1.295260424,0
CEFOPERAZONE ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,P15042,ligA,DNA ligase,1.269779644,1.425725034,0
BRD-K00535541,Nc1c2ccccc2nc2ccccc12,P15042,ligA,DNA ligase,0.454390061,0.584223719,0
NITROFURANTOIN ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,P15042,ligA,DNA ligase,0.999149574,1.837526103,0
CLEROCIDIN,CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2 ,P15042,ligA,DNA ligase,1.098473334,1.14859947,0
FLORFENICOL ,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,P15042,ligA,DNA ligase,1.042681553,1.384375306,0
CEFAMANDOLE SODIUM ,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+],P15042,ligA,DNA ligase,1.222014489,1.608251853,0
METHYLBENZETHONIUM CHLORIDE ,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-],P15042,ligA,DNA ligase,0.954852034,1.223838853,0
CEFUROXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],P15042,ligA,DNA ligase,1.236164615,1.487165376,0
PIPERACILLIN SODIUM ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],P15042,ligA,DNA ligase,1.179298285,1.019027659,0
AMIKACIN HYDRATE ,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,P15042,ligA,DNA ligase,1.040761151,0.955299297,0
CINACALCET HYDROCHLORIDE ,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,P15042,ligA,DNA ligase,0.884404953,1.31753726,0
BLEOMYCIN (bleomycin B2 shown) ,CCC1OC(OC(c2c[nH]cn2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCNC(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,P15042,ligA,DNA ligase,0.967457604,0.851373813,0
BENZETHONIUM CHLORIDE ,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],P15042,ligA,DNA ligase,0.800966888,1.034037309,0
NITROFURAZONE ,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,P15042,ligA,DNA ligase,1.119561991,1.094324119,0
MARBOFLOXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,P15042,ligA,DNA ligase,0.936532274,0.878666865,0
COLISTIN SULFATE ,CCC(C)C1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC1=O.O=S(=O)(O)O.O=S(=O)(O)O,P15042,ligA,DNA ligase,0.922414371,0.01039798,0
PAZUFLOXACIN MESYLATE ,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CS(=O)(=O)O,P15042,ligA,DNA ligase,0.845461324,0.962768443,0
DIFLOXACIN HYDROCHLORIDE ,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,P15042,ligA,DNA ligase,1.380688886,1.542220446,0
LOMEFLOXACIN HYDROCHLORIDE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,P15042,ligA,DNA ligase,1.437545703,1.446946453,0
CIPROFLOXACIN ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,P15042,ligA,DNA ligase,0.831213553,1.312878348,0
SPECTINOMYCIN HYDROCHLORIDE ,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl,P15042,ligA,DNA ligase,0.914253636,1.22679817,0
OXOLINIC ACID ,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+],P15042,ligA,DNA ligase,1.266470931,1.152225814,0
MOXALACTAM DISODIUM ,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],P15042,ligA,DNA ligase,1.360230877,1.139669353,0
BEKANAMYCIN SULFATE ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,P15042,ligA,DNA ligase,0.727206079,0.940711494,0
NADIFLOXACIN ,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,P15042,ligA,DNA ligase,0.929058583,0.90387291,0
THIMEROSAL ,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],P15042,ligA,DNA ligase,1.144216086,1.099932906,0
CEFTIBUTEN ,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,P15042,ligA,DNA ligase,0.923323447,1.269719334,0
ORBIFLOXACIN ,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,P15042,ligA,DNA ligase,1.030615566,1.150110442,0
DONEPEZIL HYDROCHLORIDE ,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,P15042,ligA,DNA ligase,1.152827496,1.233616537,0
ENOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,P15042,ligA,DNA ligase,0.849038977,1.20782667,0
CEFACLOR ,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,P15042,ligA,DNA ligase,1.097722339,1.042133751,0
DIMENHYDRINATE ,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,P15042,ligA,DNA ligase,0.925874724,1.088864799,0
CEFDITORIN PIVOXIL ,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,P15042,ligA,DNA ligase,0.96241789,1.526426886,0
BUSPIRONE HYDROCHLORIDE ,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,P15042,ligA,DNA ligase,1.071702148,0.925937825,0
CEFTRIAXONE SODIUM TRIHYDRATE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+],P15042,ligA,DNA ligase,0.999958107,1.571131332,0
SPARFLOXACIN ,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,P15042,ligA,DNA ligase,1.456693982,1.533174016,0
RONNEL ,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,P15042,ligA,DNA ligase,0.792713989,1.18937949,0
AZTREONAM ,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,P15042,ligA,DNA ligase,1.219233341,1.507881703,0
TELITHROMYCIN ,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,P15042,ligA,DNA ligase,0.889779811,1.310134264,0
RIFAXIMIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P15042,ligA,DNA ligase,0.954650948,1.292946046,0
AZACITIDINE ,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,P15042,ligA,DNA ligase,1.320447195,1.316255682,0
CEFDINIR ,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,P15042,ligA,DNA ligase,0.941228467,1.429999472,0
PIPEMIDIC ACID ,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,P15042,ligA,DNA ligase,0.979066124,0.860114812,0
DIAVERIDINE ,COc1ccc(Cc2cnc(N)nc2N)cc1OC,P15042,ligA,DNA ligase,1.403862826,1.700924998,0
MITOMYCIN ,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,P15042,ligA,DNA ligase,1.046819178,1.012117927,0
PYRITHIONE ZINC ,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],P15042,ligA,DNA ligase,1.138047198,1.021374139,0
CEFTAZIDIME ,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,P15042,ligA,DNA ligase,0.873160902,1.289259625,0
BACAMPICILLIN HYDROCHLORIDE ,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C.Cl,P15042,ligA,DNA ligase,0.963657919,0.838416318,0
NOSCAPINE HYDROCHLORIDE ,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,P15042,ligA,DNA ligase,0.995136236,1.230424515,0
CHLORAMPHENICOL SODIUM SUCCINATE ,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],P15042,ligA,DNA ligase,0.932326228,0.998353761,0
MEROPENEM ,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,P15042,ligA,DNA ligase,1.467617547,1.438352343,0
TETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl,P15042,ligA,DNA ligase,1.054128864,1.007665654,0
CETRIMONIUM BROMIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],P15042,ligA,DNA ligase,0.145513172,0.196680705,1
FLOXURIDINE ,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,P15042,ligA,DNA ligase,1.019912098,1.284796719,0
COLISTIMETHATE SODIUM ,CCC(C)C1NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(C(C)CC)NC1=O.[Na+].[Na+].[Na+].[Na+].[Na+],P15042,ligA,DNA ligase,0.964755513,1.203920582,0
CICLOPIROX OLAMINE ,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,P15042,ligA,DNA ligase,1.361253661,1.194309478,0
CINOXACIN ,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,P15042,ligA,DNA ligase,1.100261418,1.085735303,0
NITROXOLINE ,O=[N+]([O-])c1ccc(O)c2ncccc12,P15042,ligA,DNA ligase,0.830635431,0.784480744,0
BENZALKONIUM CHLORIDE HYDRATE ,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.[Cl-],P15042,ligA,DNA ligase,0.586148535,1.036215878,0
METHACYCLINE HYDROCHLORIDE ,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12.Cl,P15042,ligA,DNA ligase,1.096771079,0.829762948,0
HEXACHLOROPHENE ,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,P15042,ligA,DNA ligase,0.440509043,0.588233107,0
PHENYLMERCURIC ACETATE ,CC(=O)O[Hg]c1ccccc1,P15042,ligA,DNA ligase,1.134932357,1.192131113,0
DEMECLOCYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,P15042,ligA,DNA ligase,1.06501114,0.998324553,0
CHLOROACETOXYQUINOLINE ,CC(=O)Oc1ccc(Cl)c2cccnc12,P15042,ligA,DNA ligase,0.836207185,1.092826678,0
OXYTETRACYCLINE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl,P15042,ligA,DNA ligase,0.759358871,1.055989868,0
CHLORTETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cl,P15042,ligA,DNA ligase,0.860856961,1.190199191,0
DOXYCYCLINE HYDROCHLORIDE ,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21.Cl,P15042,ligA,DNA ligase,0.970285374,1.138630248,0
MINOCYCLINE HYDROCHLORIDE ,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,P15042,ligA,DNA ligase,0.684001944,0.978415681,0
DIHYDROSTREPTOMYCIN SESQUISULFATE [5mM/10% aq DMSO] ,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O,P15042,ligA,DNA ligase,0.96942657,1.243936197,0
CEFOXITIN SODIUM ,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+],P15042,ligA,DNA ligase,0.757398284,0.951804368,0
CETYLPYRIDINIUM CHLORIDE ,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],P15042,ligA,DNA ligase,0.442397009,0.718803768,0
RIFAPENTINE ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P15042,ligA,DNA ligase,0.775399658,0.956093209,0
CEFCAPENE PIVOXIL HYDROCHLORIDE ,CCC=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CSC12)c1csc(N)n1.Cl,P15042,ligA,DNA ligase,0.958676855,0.808229072,0
RIFAMPIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P15042,ligA,DNA ligase,0.83735924,0.845414201,0
TOSUFLOXACIN TOLUENESULFONATE HYDRATE ,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1.O,P15042,ligA,DNA ligase,0.990234768,1.050371991,0
CETALKONIUM CHLORIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],P15042,ligA,DNA ligase,0.098477661,0.267780528,1
OXYQUINOLINE HEMISULFATE ,O=S(=O)(O)O.Oc1cccc2cccnc12,P15042,ligA,DNA ligase,1.125734455,0.978595953,0
CHLOROXINE ,Oc1c(Cl)cc(Cl)c2cccnc12,P15042,ligA,DNA ligase,0.939603023,1.272893124,0
BRD-K78206682,O=C1NC(=O)C=C1,P10443,dnaE,DNA polymerase,1.211720435,0.78981775,0
BRD-K01666924,CC(C)CCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O ,P10443,dnaE,DNA polymerase,1.332294176,0.952585944,0
